Date,Open,High,Low,Close,Adj Close,Volume
2014-07-28,69.750000,71.059998,69.750000,70.879997,57.963978,1806400
2014-07-29,70.669998,70.980003,69.930000,69.930000,57.187099,2231100
2014-07-30,70.000000,70.660004,68.400002,68.970001,56.402020,2588900
2014-07-31,68.629997,68.849998,67.580002,67.639999,55.314388,3266900
2014-08-01,67.330002,68.410004,67.220001,67.589996,55.273487,2601800
2014-08-04,67.480003,67.589996,65.849998,67.029999,54.815529,3911100
2014-08-05,66.959999,67.089996,65.739998,66.010002,53.981419,3036100
2014-08-06,65.620003,65.699997,64.709999,64.910004,53.081856,5188600
2014-08-07,65.169998,65.940002,65.169998,65.760002,53.776958,2863700
2014-08-08,66.209999,67.900002,66.209999,67.849998,55.486111,3872800
2014-08-11,67.820000,68.089996,67.300003,67.550003,55.240784,2103600
2014-08-12,67.379997,67.820000,67.279999,67.489998,55.191711,1372800
2014-08-13,67.580002,68.050003,67.360001,67.769997,55.420696,1321500
2014-08-14,67.830002,68.349998,67.739998,68.290001,55.845932,1194800
2014-08-15,68.570000,69.349998,68.480003,68.900002,56.344803,2190900
2014-08-18,68.970001,69.250000,68.559998,68.680000,56.164867,1375600
2014-08-19,68.680000,69.610001,68.589996,69.589996,56.909035,1780800
2014-08-20,69.550003,69.709999,69.160004,69.650002,56.958115,1221800
2014-08-21,69.639999,70.150002,69.570000,69.690002,56.990826,1606900
2014-08-22,69.809998,69.940002,68.989998,69.510002,56.843628,1617300
2014-08-25,69.779999,70.250000,69.589996,70.089996,57.317936,1574200
2014-08-26,70.150002,70.379997,69.410004,69.430000,56.778217,1483300
2014-08-27,69.000000,69.529999,68.930000,69.480003,57.314404,1850600
2014-08-28,69.230003,69.860001,69.059998,69.849998,57.619606,1696000
2014-08-29,69.730003,70.260002,69.580002,70.220001,57.924824,1606400
2014-09-02,70.330002,70.949997,69.080002,69.470001,57.306149,2619800
2014-09-03,69.519997,70.000000,69.440002,69.660004,57.462872,1671500
2014-09-04,69.699997,70.449997,69.500000,70.269997,57.966068,2593400
2014-09-05,70.389999,71.300003,70.330002,71.290001,58.807468,2017300
2014-09-08,71.199997,71.330002,70.480003,70.849998,58.444519,2695700
2014-09-09,70.629997,70.779999,69.839996,69.870003,57.636101,2497800
2014-09-10,69.769997,69.959999,69.330002,69.529999,57.355633,1497700
2014-09-11,69.529999,70.050003,69.209999,69.919998,57.677357,1605800
2014-09-12,69.570000,69.570000,68.279999,68.580002,56.571987,1942000
2014-09-15,68.739998,69.040001,68.339996,68.660004,56.637970,1272500
2014-09-16,68.550003,69.639999,68.510002,69.339996,57.198898,1719200
2014-09-17,69.730003,69.779999,68.669998,69.050003,56.959686,2307100
2014-09-18,69.059998,69.309998,68.190002,68.519997,56.522491,1756000
2014-09-19,68.379997,69.070000,68.379997,68.919998,56.852436,3030300
2014-09-22,68.919998,68.989998,68.080002,68.300003,56.341003,1709700
2014-09-23,68.300003,68.449997,67.919998,68.300003,56.341003,3644500
2014-09-24,68.400002,68.430000,67.959999,68.110001,56.184280,1690200
2014-09-25,68.000000,68.500000,67.610001,67.629997,55.788319,1743800
2014-09-26,67.989998,68.330002,67.290001,68.029999,56.118279,1661100
2014-09-29,67.800003,68.580002,67.589996,68.480003,56.489487,1660400
2014-09-30,68.849998,70.160004,68.839996,69.089996,56.992680,2832700
2014-10-01,69.419998,69.930000,69.059998,69.260002,57.132915,2192300
2014-10-02,69.250000,69.750000,69.019997,69.320000,57.182411,1679200
2014-10-03,69.489998,70.150002,69.019997,70.040001,57.776333,2125600
2014-10-06,70.029999,70.440002,69.750000,70.070000,57.801079,1846800
2014-10-07,69.720001,70.669998,69.699997,70.190002,57.900078,2797800
2014-10-08,70.199997,72.199997,70.040001,72.120003,59.492157,4582800
2014-10-09,72.120003,72.239998,70.389999,70.430000,58.098057,2729100
2014-10-10,70.779999,71.629997,70.589996,70.620003,58.254772,2966300
2014-10-13,70.790001,71.360001,69.970001,69.989998,57.735092,3822200
2014-10-14,70.269997,70.349998,67.959999,68.180000,56.242012,8512600
2014-10-15,67.730003,68.019997,65.529999,66.330002,54.715939,8471800
2014-10-16,65.550003,68.389999,65.550003,67.980003,56.077030,4927200
2014-10-17,68.239998,68.910004,67.510002,68.730003,56.695713,3108000
2014-10-20,68.820000,69.570000,68.629997,69.470001,57.306149,2033000
2014-10-21,69.570000,70.129997,69.150002,70.010002,57.751579,1810300
2014-10-22,69.849998,70.769997,69.830002,70.029999,57.768078,2647600
2014-10-23,70.559998,70.750000,69.889999,70.099998,57.825832,1818900
2014-10-24,70.220001,70.989998,70.019997,70.720001,58.337280,1751100
2014-10-27,70.709999,70.940002,70.239998,70.360001,58.040310,1679700
2014-10-28,70.519997,70.709999,69.720001,70.709999,58.329014,2520600
2014-10-29,70.669998,71.000000,69.529999,70.169998,57.883575,2347400
2014-10-30,70.449997,71.669998,69.680000,71.580002,59.046688,3766900
2014-10-31,70.040001,71.790001,70.040001,71.300003,58.815720,4292900
2014-11-03,71.529999,72.940002,71.470001,72.559998,59.855095,3224200
2014-11-04,72.610001,72.820000,71.419998,71.820000,59.244659,1964500
2014-11-05,72.099998,74.589996,71.910004,74.180000,61.191433,4824700
2014-11-06,74.180000,74.239998,72.559998,73.080002,60.284039,3884700
2014-11-07,73.419998,73.919998,73.180000,73.889999,60.952229,2038500
2014-11-10,73.889999,74.489998,73.410004,74.360001,61.339924,2097400
2014-11-11,74.169998,74.389999,73.570000,73.910004,60.968735,2472200
2014-11-12,72.349998,73.309998,72.050003,72.709999,59.978825,2838000
2014-11-13,72.779999,73.129997,72.070000,72.260002,59.607632,2599300
2014-11-14,72.010002,72.099998,71.389999,71.570000,59.038445,2888400
2014-11-17,71.430000,72.320000,71.339996,72.160004,59.525143,1652500
2014-11-18,72.080002,72.610001,71.809998,72.199997,59.558128,1677100
2014-11-19,72.029999,72.660004,71.849998,72.459999,59.772598,1578000
2014-11-20,72.019997,72.709999,71.860001,72.669998,59.945827,1786800
2014-11-21,73.239998,73.690002,72.629997,73.250000,60.424274,2576100
2014-11-24,73.250000,73.730003,72.919998,73.050003,60.259304,2431000
2014-11-25,72.449997,72.820000,71.980003,72.629997,60.409019,2652800
2014-11-26,72.779999,72.989998,72.139999,72.529999,60.325832,1591000
2014-11-28,72.449997,73.300003,72.419998,72.550003,60.342480,1268500
2014-12-01,72.160004,72.949997,71.900002,72.279999,60.117916,2643200
2014-12-02,72.269997,73.199997,71.900002,72.839996,60.583675,2286000
2014-12-03,72.820000,73.070000,72.220001,72.580002,60.367428,1496500
2014-12-04,72.589996,73.050003,72.169998,72.739998,60.500500,1733000
2014-12-05,72.029999,72.669998,71.860001,72.150002,60.009781,1571500
2014-12-08,72.309998,73.010002,72.000000,72.349998,60.176128,1654000
2014-12-09,72.250000,72.800003,72.110001,72.510002,60.309204,2094800
2014-12-10,73.529999,74.470001,71.809998,71.879997,59.785217,8403400
2014-12-11,72.570000,73.949997,72.320000,73.370003,61.024498,3741000
2014-12-12,73.230003,73.879997,72.690002,72.720001,60.483871,3800000
2014-12-15,73.059998,73.059998,71.430000,71.980003,59.868401,2352100
2014-12-16,72.010002,73.309998,71.339996,71.790001,59.710342,2124900
2014-12-17,72.360001,74.089996,72.180000,73.970001,61.523533,2643800
2014-12-18,74.239998,75.339996,73.779999,75.330002,62.654713,2756200
2014-12-19,75.300003,75.949997,74.440002,75.400002,62.712917,4360700
2014-12-22,76.029999,76.970001,75.779999,76.510002,63.636162,2747400
2014-12-23,76.830002,77.510002,76.199997,76.900002,63.960541,1923200
2014-12-24,76.800003,78.660004,76.709999,78.379997,65.191490,1414700
2014-12-26,78.480003,79.849998,78.250000,79.279999,65.940056,3526600
2014-12-29,79.239998,80.889999,79.239998,80.230003,66.730217,2761400
2014-12-30,79.949997,80.129997,78.029999,78.300003,65.124962,1990200
2014-12-31,78.370003,78.510002,76.800003,76.900002,63.960541,2080800
2015-01-02,77.260002,77.599998,76.529999,77.489998,64.451248,2210200
2015-01-05,77.279999,77.599998,76.300003,76.550003,63.669411,2779200
2015-01-06,76.790001,77.940002,76.029999,76.160004,63.345043,3290000
2015-01-07,76.370003,77.010002,75.720001,76.470001,63.602898,2908100
2015-01-08,77.059998,77.739998,76.879997,77.370003,64.351448,2164100
2015-01-09,77.550003,77.680000,76.209999,76.500000,63.627834,1815100
2015-01-12,76.760002,76.900002,75.730003,76.500000,63.627834,2177300
2015-01-13,77.230003,77.720001,75.870003,76.440002,63.577927,2347000
2015-01-14,76.269997,76.949997,75.330002,76.449997,63.586239,3647800
2015-01-15,76.529999,77.379997,76.019997,77.169998,64.185097,2655100
2015-01-16,77.220001,77.809998,76.830002,77.760002,64.675842,2559400
2015-01-20,78.000000,78.389999,77.300003,78.370003,65.183174,1912500
2015-01-21,78.000000,79.430000,77.470001,79.269997,65.931725,2466000
2015-01-22,79.440002,79.709999,78.120003,78.720001,65.474304,3053700
2015-01-23,78.959999,79.540001,78.419998,79.089996,65.782021,1507300
2015-01-26,78.760002,79.089996,77.980003,78.930000,65.648949,1617500
2015-01-27,78.730003,79.400002,78.260002,78.980003,65.690529,1523500
2015-01-28,79.000000,79.889999,77.699997,77.849998,64.750679,2090400
2015-01-29,77.949997,79.269997,77.349998,79.139999,65.823616,1887300
2015-01-30,78.820000,78.849998,76.820000,76.889999,63.952206,2939700
2015-02-02,77.180000,78.040001,76.440002,77.720001,64.642548,2560800
2015-02-03,77.650002,78.879997,77.120003,78.580002,65.357849,3045700
2015-02-04,78.160004,78.849998,77.379997,77.629997,64.567696,2138300
2015-02-05,78.029999,78.820000,77.309998,78.690002,65.449333,1779600
2015-02-06,78.190002,78.309998,75.029999,75.709999,62.970753,3980900
